idx	code	slot	cond	jp	ko
105	05C3	4	{0036}{0026:513}{0026:510}	る	다
105	05C3	5	{0035}	います	습니다
105	05C3	6	{0036}{0036}{0026:530}{0026:510}	る	다
105	05C3	7	{0035}	います	습니다
105	05C3	8	{0036}{0036}{0026:512}{0026:30}{0026:7}	います	습니다
105	05C3	9	{0036}	る	다
105	05C3	10	{0036}{0026:130}	います	습니다
105	05C3	11	{0036}{0026:514}	います	습니다
105	05C3	12	{0036}{0036}	る	다
106	05C4	0	{0026:7}	りません	습니다
106	05C4	1	{0036}{0026:500}{0026:510}	るまい	지 않겠지
106	05C4	2	{0036}	りません	습니다
106	05C4	3	{0036}{0026:1339}	るまい	지 않겠지
106	05C4	4	{0036}{0026:513}{0026:510}	るまい	지 않겠지
106	05C4	5	{0035}	りません	습니다
106	05C4	6	{0036}{0036}{0026:530}{0026:510}	るまい	지 않겠지
106	05C4	7	{0035}	りません	습니다
106	05C4	8	{0036}{0036}{0026:512}{0026:30}	るまい	지 않겠지
106	05C4	9	{0036}{0026:130}	りますまい	지 않을 것입니다
106	05C4	10	{0036}{0026:514}	りません	습니다
106	05C4	11	{0036}{0036}	るまい	지 않겠지
107	05C5	0	{0026:7}	しません	하지 않습니다
107	05C5	1	{0036}{0026:500}{0026:510}	さぬ	하지 않는다
107	05C5	2	{0036}	しません	하지 않습니다
107	05C5	3	{0036}{0026:1339}	さぬ	하지 않는다
107	05C5	4	{0036}{0026:513}{0026:510}	さぬ	하지 않는다
107	05C5	5	{0035}	しません	하지 않습니다
107	05C5	6	{0036}{0036}{0026:530}{0026:510}	さぬ	하지 않는다
107	05C5	7	{0035}	しません	하지 않습니다
107	05C5	8	{0036}{0036}{0026:512}{0026:30}	さぬ	하지 않는다
107	05C5	9	{0036}{0026:130}	しません	하지 않습니다
107	05C5	10	{0036}{0026:514}	しません	하지 않습니다
107	05C5	11	{0036}{0036}	さぬ	하지 않는다
108	05C6	0	{0026:7}	しない	하지 않는다
108	05C6	1	{0036}	せぬ	하지 않네
109	05C7	0	{0026:7}	しません	하지 않습니다
109	05C7	1	{0036}	せぬ	하지 않네
110	05C8	0	{0026:7}	しますまい	하지 않을 것입니다
110	05C8	1	{0036}{0026:500}{0026:510}	しまい	하지 않겠지
110	05C8	2	{0036}	しますまい	하지 않을 것입니다
110	05C8	3	{0036}{0026:1339}	しまい	하지 않겠지
110	05C8	4	{0036}{0026:513}{0026:510}	しまい	하지 않겠지
110	05C8	5	{0035}	しますまい	하지 않을 것입니다
110	05C8	6	{0036}{0036}{0026:530}{0026:510}	しまい	하지 않겠지
110	05C8	7	{0035}	しますまい	하지 않을 것입니다
110	05C8	8	{0036}{0036}{0026:512}{0026:30}	しまい	하지 않겠지
110	05C8	9	{0036}{0026:130}	しますまい	하지 않을 것입니다
110	05C8	10	{0036}{0026:514}	しますまい	하지 않을 것입니다
110	05C8	11	{0036}{0036}	しまい	하지 않겠지
111	05C9	0	{0026:7}{0026:510}{0026:23}	せよ	하라
111	05C9	1	{0035}	しなさい	하세요
111	05C9	2	{0036}{0036}	されよ	하시오
111	05C9	3	{0036}{0026:500}{0026:510}	せよ	하라
111	05C9	4	{0036}	されよ	하시오
111	05C9	5	{0036}{0026:1339}	せよ	하라
111	05C9	6	{0036}{0026:513}{0026:510}	せよ	하라
111	05C9	7	{0035}	されよ	하시오
111	05C9	8	{0036}{0036}{0026:530}{0026:510}	せよ	하라
111	05C9	9	{0035}	されよ	하시오
111	05C9	10	{0036}{0036}{0026:512}{0026:30}	せよ	하라
111	05C9	11	{0036}{0026:130}	されよ	하시오
111	05C9	12	{0036}{0026:514}	されよ	하시오
111	05C9	13	{0036}{0036}	せよ	하라
112	05CA	0	{0026:7}	しましょう	합시다
112	05CA	1	{0036}{0026:500}{0026:510}	しよう	하자
112	05CA	2	{0036}	いたしましょう	하겠습니다
112	05CA	3	{0036}{0026:1339}	しよう	하자
112	05CA	4	{0036}{0026:513}{0026:510}	しよう	하자
112	05CA	5	{0035}	いたしましょう	하겠습니다
112	05CA	6	{0036}{0036}{0026:530}{0026:510}	しよう	하자
112	05CA	7	{0035}	いたしましょう	하겠습니다
112	05CA	8	{0036}{0036}{0026:512}{0026:30}	しよう	하자
112	05CA	9	{0036}{0026:130}	いたしましょう	하겠습니다
112	05CA	10	{0036}{0026:514}	いたしましょう	하겠습니다
112	05CA	11	{0036}{0036}	しよう	하자
113	05CB	0	{0026:7}	します	합니다
113	05CB	1	{0036}{0026:500}{0026:510}	す	습니다
113	05CB	2	{0036}	します	합니다
113	05CB	3	{0036}{0026:1339}	す	습니다
113	05CB	4	{0036}{0026:513}{0026:510}	す	습니다
113	05CB	5	{0035}	します	합니다
113	05CB	6	{0036}{0036}{0026:530}{0026:510}	す	습니다
113	05CB	7	{0035}	します	합니다
113	05CB	8	{0036}{0036}{0026:512}{0026:30}	す	습니다
113	05CB	9	{0036}{0026:130}	します	합니다
113	05CB	10	{0036}{0026:514}	します	합니다
113	05CB	11	{0036}{0036}	す	습니다
114	05CC	0	{0026:7}	します	합니다
114	05CC	1	{0036}{0026:500}{0026:510}	する	한다
114	05CC	2	{0036}	いたします	하겠습니다
114	05CC	3	{0036}{0026:1339}	する	한다
114	05CC	4	{0036}{0026:513}{0026:510}	する	한다
114	05CC	5	{0035}	いたします	하겠습니다
114	05CC	6	{0036}{0036}{0026:530}{0026:510}	する	한다
114	05CC	7	{0035}	いたします	하겠습니다
114	05CC	8	{0036}{0036}{0026:512}{0026:30}	する	한다
114	05CC	9	{0036}{0026:130}	いたします	하겠습니다
114	05CC	10	{0036}{0026:514}	いたします	하겠습니다
114	05CC	11	{0036}{0036}	する	한다
115	05CD	0	{0026:7}	ました	습니다
115	05CD	1	{0036}{0026:500}{0026:510}	た	다
115	05CD	2	{0036}	ました	습니다
115	05CD	3	{0036}{0026:1339}	た	다
115	05CD	4	{0036}{0026:513}{0026:510}	た	다
115	05CD	5	{0035}	ました	습니다
115	05CD	6	{0036}{0036}{0026:530}{0026:510}	た	다
115	05CD	7	{0035}	ました	습니다
115	05CD	8	{0036}{0036}{0026:512}{0026:30}	た	다
115	05CD	9	{0036}{0026:130}	ました	습니다
115	05CD	10	{0036}{0026:514}	ました	습니다
115	05CD	11	{0036}{0036}	た	다
116	05CE	0	{0026:7}	ちなさい	하세요
116	05CE	1	{0036}	て	고
117	05CF	0	{0026:7}	まして	고
117	05CF	1	{0036}{0026:500}{0026:510}	て	고
117	05CF	2	{0036}	まして	고
117	05CF	3	{0036}{0026:1339}	て	고
117	05CF	4	{0036}{0026:513}{0026:510}	て	고
117	05CF	5	{0035}	まして	고
117	05CF	6	{0036}{0036}{0026:530}{0026:510}	て	고
117	05CF	7	{0035}	まして	고
117	05CF	8	{0036}{0036}{0026:512}{0026:30}	て	고
117	05CF	9	{0036}{0026:130}	まして	고
117	05CF	10	{0036}{0026:514}	まして	고
117	05CF	11	{0036}{0036}	て	고
118	05D0	0	{0026:7}	なんて	다니요
118	05D0	1	{0036}	とは	다니
119	05D1	0	{0026:7}	りました	습니다
119	05D1	1	{0036}{0026:500}{0026:510}	った	다
119	05D1	2	{0036}	りました	습니다
119	05D1	3	{0036}{0026:1339}	った	다
119	05D1	4	{0036}{0026:513}{0026:510}	った	다
119	05D1	5	{0035}	りました	습니다
119	05D1	6	{0036}{0036}{0026:530}{0026:510}	った	다
119	05D1	7	{0035}	りました	습니다
119	05D1	8	{0036}{0036}{0026:512}{0026:30}	った	다
119	05D1	9	{0036}{0026:130}	りました	습니다
119	05D1	10	{0036}{0026:514}	りました	습니다
119	05D1	11	{0036}{0036}	った	다
120	05D2	0	{0026:7}	いました	습니다
120	05D2	1	{0036}{0026:500}{0026:510}	った	다
120	05D2	2	{0036}	いました	습니다
120	05D2	3	{0036}{0026:1339}	った	다
120	05D2	4	{0036}{0026:513}{0026:510}	った	다
120	05D2	5	{0035}	いました	습니다
120	05D2	6	{0036}{0036}{0026:530}{0026:510}	った	다
120	05D2	7	{0035}	いました	습니다
120	05D2	8	{0036}{0036}{0026:512}{0026:30}	った	다
120	05D2	9	{0036}{0026:130}	いました	습니다
120	05D2	10	{0036}{0026:514}	いました	습니다
120	05D2	11	{0036}{0036}	った	다
121	05D3	0	{0026:7}	われた	당했다
121	05D3	1	{0036}{0026:500}{0026:510}	った	다
121	05D3	2	{0036}	われた	당했다
121	05D3	3	{0036}{0026:1339}	った	다
121	05D3	4	{0036}{0026:513}{0026:510}	った	다
121	05D3	5	{0035}	われた	당했다
121	05D3	6	{0036}{0036}{0026:530}{0026:510}	った	다
121	05D3	7	{0035}	われた	당했다
121	05D3	8	{0036}{0036}{0026:512}{0026:30}	った	다
121	05D3	9	{0036}{0026:130}	われた	당했다
121	05D3	10	{0036}{0026:514}	われた	당했다
121	05D3	11	{0036}{0036}	った	다
122	05D4	0	{0026:7}	いまして	고
122	05D4	1	{0036}{0026:500}{0026:510}	って	고
122	05D4	2	{0036}	いまして	고
122	05D4	3	{0036}{0026:1339}	って	고
122	05D4	4	{0036}{0026:513}{0026:510}	って	고
122	05D4	5	{0035}	いまして	고
122	05D4	6	{0036}{0036}{0026:530}{0026:510}	って	고
122	05D4	7	{0035}	いまして	고
122	05D4	8	{0036}{0036}{0026:512}{0026:30}	って	고
122	05D4	9	{0036}{0026:130}	いまして	고
122	05D4	10	{0036}{0026:514}	いまして	고
122	05D4	11	{0036}{0036}	って	고
123	05D5	0	{0026:7}	います	습니다
123	05D5	1	{0036}{0026:500}{0026:510}	う	다
123	05D5	2	{0036}	います	습니다
123	05D5	3	{0036}{0026:1339}	う	다
123	05D5	4	{0036}{0026:513}{0026:510}	う	다
123	05D5	5	{0035}	います	습니다
123	05D5	6	{0036}{0036}{0026:530}{0026:510}	う	다
123	05D5	7	{0035}	います	습니다
123	05D5	8	{0036}{0036}{0026:512}{0026:30}	う	다
123	05D5	9	{0036}{0026:130}	います	습니다
123	05D5	10	{0036}{0026:514}	います	습니다
123	05D5	11	{0036}{0036}	う	다
124	05D6	0	{0026:6}	うむ	음
124	05D6	1	{0036}	ええ	그래
125	05D7	0	{0026:7}	ううん	으음
125	05D7	1	{0036}	ううむ	으으음
126	05D8	0	{0026:7}	わ	
126	05D8	1	{0036}	ぞ	
127	05D9	0	{0026:7}{001E}{0036}{0026:1339}	わ	
127	05D9	1	{0036}{0026:513}{0026:510}	わ	
127	05D9	2	{0035}{001E}{0036}{0036}{0026:530}{0026:510}	わ	
127	05D9	3	{0035}{001E}{0036}{0036}{0026:512}{0026:30}	わ	
127	05D9	4	{0036}{0026:130}{001E}{0036}{0036}	わ	
128	05DA	0	{0026:7}	わ	
129	05DB	0	{0026:7}{0026:28}	おほほ	호호
129	05DB	1	{0036}	うふふ	후후
129	05DB	2	{0034:23}	ふっ	훗
129	05DB	3	{0036}{0026:1515}	わはははは	와하하하하
129	05DB	4	{0036}	はっはっは	하하하
130	05DC	0	{0026:7}{0026:30}	いません	습니다
130	05DC	1	{0036}	いません	습니다
130	05DC	2	{0036}{0026:500}{0026:510}	わぬ	다
130	05DC	3	{0036}	いません	습니다
130	05DC	4	{0036}{0026:1339}	わぬ	다
130	05DC	5	{0036}{0026:513}{0026:510}	わぬ	다
130	05DC	6	{0035}	いません	습니다
130	05DC	7	{0036}{0036}{0026:530}{0026:510}	わぬ	다
130	05DC	8	{0035}	いません	습니다
130	05DC	9	{0036}{0036}{0026:512}{0026:30}	わぬ	다
130	05DC	10	{0036}{0026:130}	いません	습니다
130	05DC	11	{0036}{0026:514}	いません	습니다
130	05DC	12	{0036}{0036}	わぬ	다
131	05DD	0	{0026:7}	およしなさい	그만두세요
131	05DD	1	{0036}{0026:500}{0026:510}	やめい	그만두어라
131	05DD	2	{0036}	おやめください	그만두십시오
131	05DD	3	{0036}{0026:1339}	やめい	그만두어라
131	05DD	4	{0036}{0026:513}{0026:510}	やめい	그만두어라
131	05DD	5	{0035}	おやめください	그만두십시오
131	05DD	6	{0036}{0036}{0026:530}{0026:510}	やめい	그만두어라
131	05DD	7	{0035}	おやめください	그만두십시오
131	05DD	8	{0036}{0036}{0026:512}{0026:30}	やめよ	그만두라
131	05DD	9	{0036}{0026:130}	おやめください	그만두십시오
131	05DD	10	{0036}{0026:514}	おやめください	그만두십시오
131	05DD	11	{0036}{0036}{0026:7}	やめなさい	그만두세요
131	05DD	12	{0036}	やめい	그만두어라
132	05DE	0	{0026:7}{0026:30}	あげましょう	드리지요
132	05DE	1	{0036}{0026:23}	やるわ	주겠어요
132	05DE	2	{0036}	あげるわ	주겠어요
132	05DE	3	{0036}{0026:500}{0026:510}	やろう	주겠다
132	05DE	4	{0036}	やりましょう	드리겠습니다
132	05DE	5	{0036}{0026:1339}	やろう	주겠다
132	05DE	6	{0036}{0026:513}{0026:510}	やろう	주겠다
132	05DE	7	{0035}	やりましょう	드리겠습니다
132	05DE	8	{0036}{0036}{0026:530}{0026:510}	やろう	주겠다
132	05DE	9	{0035}	やりましょう	드리겠습니다
132	05DE	10	{0036}{0036}{0026:512}{0026:30}	やろう	주겠다
132	05DE	11	{0036}{0026:130}	やりましょう	드리겠습니다
132	05DE	12	{0036}{0026:514}	やりましょう	드리겠습니다
132	05DE	13	{0036}{0036}	やろう	주겠다
133	05DF	0	{0026:7}	いいでしょう	좋겠지요
133	05DF	1	{0036}{0026:500}{0026:510}	よかろう	좋겠지
133	05DF	2	{0036}	よろしいでしょう	좋을 것입니다
133	05DF	3	{0036}{0026:1339}	よかろう	좋겠지
133	05DF	4	{0036}{0026:513}{0026:510}	よかろう	좋겠지
133	05DF	5	{0035}	よろしいでしょう	좋을 것입니다
133	05DF	6	{0036}{0036}{0026:530}{0026:510}	よかろう	좋겠지
133	05DF	7	{0035}	よろしいでしょう	좋을 것입니다
133	05DF	8	{0036}{0036}{0026:512}{0026:30}	よかろう	좋겠지
133	05DF	9	{0036}{0026:130}	よろしいでしょう	좋을 것입니다
133	05DF	10	{0036}{0026:514}	よろしいでしょう	좋을 것입니다
133	05DF	11	{0036}{0036}	よかろう	좋겠지
134	05E0	0	{0026:7}{0026:23}	よし	좋다
134	05E0	1	{0036}	やったわ	해냈어요
134	05E0	2	{0036}	よし	좋다
135	05E1	0	{0026:7}	ましょう	습니다
135	05E1	1	{0036}{0026:500}{0026:510}	よう	다
135	05E1	2	{0036}	ましょう	습니다
135	05E1	3	{0036}{0026:1339}	よう	다
135	05E1	4	{0036}{0026:513}{0026:510}	よう	다
135	05E1	5	{0035}	ましょう	습니다
135	05E1	6	{0036}{0036}{0026:530}{0026:510}	よう	다
135	05E1	7	{0035}	ましょう	습니다
135	05E1	8	{0036}{0036}{0026:512}{0026:30}	よう	다
135	05E1	9	{0036}{0026:130}	ましょう	습니다
135	05E1	10	{0036}{0026:514}	ましょう	습니다
135	05E1	11	{0036}{0036}	よう	다
136	05E2	0	{0026:6}	ぞ	
137	05E3	0	{0026:7}	です	입니다
137	05E3	1	{0036}{0026:500}{0026:510}	ぞ	다
137	05E3	2	{0036}	です	입니다
137	05E3	3	{0036}{0026:1339}	ぞ	다
137	05E3	4	{0036}{0026:513}{0026:510}	ぞ	다
137	05E3	5	{0035}	です	입니다
137	05E3	6	{0036}{0036}{0026:530}{0026:510}	ぞ	다
137	05E3	7	{0035}	です	입니다
137	05E3	8	{0036}{0036}{0026:512}{0026:30}	ぞ	다
137	05E3	9	{0036}{0026:130}	です	입니다
137	05E3	10	{0036}{0026:514}	です	입니다
137	05E3	11	{0036}{0036}	ぞ	다
138	05E4	0	{0026:7}	よ	
138	05E4	1	{0036}	ぞ	
139	05E5	0	{0026:7}	わよ	
139	05E5	1	{0036}	ぞ	
140	05E6	0	{0026:510}{0035}{0026:513}{0026:512}	です	입니다
141	05E7	0	{0026:510}{0035}{0026:513}{0026:512}	です	입니다
142	05E8	0	{0026:510}{0035}{0026:513}{0026:512}{0026:7}	ですね	이군요
142	05E8	1	{0036}	ですな	이구려
143	05E9	0	{0026:510}{0035}{0026:513}{0026:512}	でしょう	이겠지요
144	05EA	0	{0026:510}{0035}{0026:513}{0026:512}	でして	이고
145	05EB	0	{0026:510}{0035}{0026:513}{0026:512}	おります	있습니다
146	05EC	0	{0026:510}{0035}{0026:513}{0026:512}	いまして	고
148	05EE	0	{0026:510}{0035}{0026:513}{0026:512}{0026:7}	ですね	이군요
148	05EE	1	{0036}	ですな	이구려
149	05EF	0	{0026:510}{0035}{0026:513}{0026:512}	ません	습니다
150	05F0	0	{0026:510}{0035}{0026:513}{0026:512}	りません	습니다
151	05F1	0	{0026:510}{0035}{0026:513}{0026:512}	りましょう	습니다
152	05F2	0	{0026:510}{0035}{0026:513}{0026:512}	ります	습니다
153	05F3	0	{0026:510}{0035}{0026:513}{0026:512}	ます	습니다
154	05F4	0	{0026:510}{0035}{0026:513}{0026:512}	ました	습니다
155	05F5	0	{0026:510}{0035}{0026:513}{0026:512}	いました	습니다
156	05F6	0	{0026:510}{0035}{0026:513}{0026:512}	ましょう	습니다
157	05F7	0	{0037:3}	あっさり	맥없이
157	05F7	1		簡単に	쉽게
157	05F7	2		一方的に	일방적으로
158	05F8	0	{0037:4}	全然	전혀
158	05F8	1		まったく	도무지
158	05F8	2		ほとんど	거의
158	05F8	3		少しも	조금도
159	05F9	0	{0037:4}	あっさりと	선뜻
159	05F9	1		気持ちよく	흔쾌히
159	05F9	2		簡単に	쉽게
159	05F9	3		快く	기꺼이
160	05FA	0	{0037:3}	強情に	고집스레
160	05FA	1		頑強に	완강히
160	05FA	2		ひたすら	한사코
