offset	cap	jp	ko
5235888	8	諸葛恪	제갈각
5235896	8	滕胤	등윤
5235904	8	夏侯威	하후위
5235912	8	曹叡	조예
5235920	8	公孫淵	공손연
5235928	8	傳僉	부첨
5235936	8	王濬	왕준
5235944	8	諸葛誕	제갈탄
5235952	8	曹爽	조상
5235960	8	劉禅	유선
5235968	8	夏侯玄	하후현
5235976	8	司馬師	사마사
5235984	8	趙統	조통
5235992	8	孫登	손등
5236000	8	趙広	조광
5236008	8	陳泰	진태
5236016	8	尹大目	윤대목
5236024	8	司馬昭	사마소
5236032	8	曹訓	조훈
5236040	8	劉理	유리
5236048	8	王渾	왕혼
5236056	8	許儀	허의
5236064	8	石苞	석포
5236072	8	句安	구안
5236080	8	師纂	사찬
5236088	8	劉丞	유승
5236096	8	呉綱	오강
5236104	8	蒋斌	장빈
5236112	8	王	왕
5236120	8	賈充	가충
5236128	8	関統	관통
5236136	8	田続	전속
5236144	8	関彝	관이
5236152	8	孫峻	손준
5236160	8	衛	위
5236168	8	楊欣	양흔
5236176	8	馬	마
5236184	8	羊	양
5236192	8	杜預	두예
5236200	8	文鴦	문앙
5236208	8	薛瑩	설영
5236216	8	孫異	손이
5236224	8	孫和	손화
5236232	8	濮陽興	복양흥
5236240	8	鍾会	종회
5236248	8	張布	장포
5236256	8	黄皓	황호
5236264	8	陸抗	육항
5236272	8	諸葛瞻	제갈첨
5236280	8	司馬	사마
5236288	8	滕脩	등수
5236296	8	党均	당균
5236304	8	全	전
5236312	8	忠	충
5236320	8	孫	손
5236328	8	全紀	전기
5236336	8	曹芳	조방
5236344	8	張華	장화
5236352	8	周旨	주지
5236360	8	陳寿	진수
5236368	8	王戎	왕융
5236376	8	伍延	오연
5236384	8	吾彦	오언
5236392	8	孫休	손휴
5236400	8	司馬炎	사마염
5236408	8	張悌	장제
5236416	8	荀愷	순개
5236424	8	陶濬	도준
5236432	8	劉	유
5236440	8	丘建	구건
5236448	8	万	만
5236456	8	岑昏	잠혼
5236464	8	曹髦	조모
5236472	8	孫晧	손호
5236480	8	孫亮	손량
5236488	8	張象	장상
5236496	8	諸葛尚	제갈상
5236504	8	曹奐	조환
5236512	8	胡淵	호연
5236520	8	司馬攸	사마유
5236528	16	陸景	육경
5236544	16	黄巾の乱	황건의 난
5236560	16	反董卓連合	반동탁연합
5236576	16	官渡の戦い	관도대전
5236592	16	赤壁の戦い	적벽대전
5236608	16	夷陵の戦い	이릉대전
5236624	16	五丈原の戦い	오장원대전
5236736	8	年	년
5236744	8	歳	세
5236752	16	年生まれ	년생
5236768	32	年からゲームに登場します	년부터 게임에 등장합니다
5236800	24	同年に生まれた武将	같은 해에 태어난 무장
5236840	16	－10年	－10년
5236856	16	＋10年	＋10년
5236872	8	－1年	－1년
5236880	8	＋1年	＋1년
5236888	24	生年入力	생년 입력
5237064	8	顔選択	얼굴
5237296	96	あいうえおかきくけこさしすせそたちつてとなにぬねのはひふへほまみむめもや　ゆ　よらりるれろわ	가거고구그나너노누느다더도두드라러로루르마머모무므바버보부브사서소수스아어오우으자저조주즈이
5237392	176	あいうえおかきくけこさしすせそたちつてとなにぬねのはひふへほまみむめもや　ゆ　よらりるれろわをん　　がぎぐげござじずぜぞだぢづでどばびぶべぼぱぴぷぺぽぁぃぅぇぉゃゅょっ	가거고구그기개나너노누느니내다더도두드디대라러로루르리래마머모무므미매바버보부브비배사서소수스시새아어오우으이애자저조주즈지재차처초추츠치채카커코쿠크키캐타터토투트티태
5237568	176	アイウエオカキクケコサシスセソタチツテトナニヌネノハヒフヘホマミムメモヤ　ユ　ヨラリルレロワヲンー＝ガギグゲゴザジズゼゾダヂヅデドバビブベボパピプペポァィゥェォャュョッヴ	가거고구그기개나너노누느니내다더도두드디대라러로루르리래마머모무므미매바버보부브비배사서소수스시새아어오우으이애자저조주즈지재차처초추츠치채카커코쿠크키캐타터토투트티태하
5237744	8	漢字	한자
5237752	8	かな	히라
5237760	8	カナ	가타
5237768	8	その他	기타
5237776	8	削除	삭제
5237784	8	決定	결정
5237792	8	中止	중지
5237816	8	姓	성
5237824	8	名	명
5237832	8	字	자
5237840	8	ﾙﾋﾞ	읽기
5237848	16	名前入力	이름 입력
5237864	8	阿会	아회
5237872	8	ｱｶｲ	아회
5237880	8	韋	위
5237896	8	伊	이
5237904	8	尹	윤
5237912	8	ｲﾝ	윤
5237920	8	于	우
5237936	8	雲	운
5237944	8	ｳﾝ	운
5237952	8	衛	위
5237960	8	ｴｲ	위
5237968	8	越	월
5237976	8	ｴﾂ	월
5237984	8	袁	원
5237992	8	ｴﾝ	원
5238000	8	閻	염
5238008	8	於	어
5238024	8	王	왕
5238032	8	ｵｳ	왕
5238040	8	区	구
5238048	8	歐陽	구양
5238056	8	ｵｳﾖｳ	구양
5238064	8	何	하
5238080	8	軻	가
5238088	8	華	화
5238096	8	賈	가
5238104	8	賀	하
5238112	8	ｶﾞ	가
5238120	8	雅	아
5238136	8	ｶｲ	괴
5238144	8	俄何	아하
5238152	8	ｶﾞｶ	아하
5238160	8	郭	곽
5238168	8	ｶｸ	곽
5238176	8	霍	곽
5238192	8	鄂	악
5238200	8	ｶﾞｸ	악
5238208	8	楽	악
5238216	8	夏侯	하후
5238224	8	ｶｺｳ	하후
5238232	8	関	관
5238240	8	ｶﾝ	관
5238248	8	管	관
5238256	8	韓	한
5238264	8	甘	감
5238272	8	桓	환
5238280	8	簡	간
5238296	8	顔	안
5238304	8	ｶﾞﾝ	안
5238312	8	丘	구
5238320	8	ｶﾝｷｭｳ	관구
5238328	8	戯	희
5238344	8	紀	기
5238352	8	祁	기
5238360	8	魏	위
5238368	8	ｷﾞ	위
5238376	8	麹	국
5238384	8	ｷｸ	국
5238392	8	丘	구
5238400	8	ｷｭｳ	구
5238408	8	牛	우
5238416	8	ｷﾞｭｳ	우
5238424	8	許	허
5238432	8	ｷｮ	허
5238440	8	姜	강
5238448	8	ｷｮｳ	강
5238456	8	鞏	공
5238464	8	橋	교
5238480	8	金	금
5238488	8	ｷﾝ	금
5238496	8	金環	금환
5238504	8	ｷﾝｶﾝ	금환
5238512	8	虞	우
5238520	8	ｸﾞ	우
5238536	8	ｹｲ	계
5238544	8	郤	극
5238552	8	ｹﾞｷ	극
5238560	8	牽	견
5238568	8	ｹﾝ	견
5238576	8	厳	엄
5238584	8	ｹﾞﾝ	엄
5238592	8	胡	호
5238608	8	呼	호
5238616	8	顧	고
5238624	8	呉	오
5238632	8	ｺﾞ	오
5238640	8	吾	오
5238648	8	伍	오
5238656	8	黄	황
5238664	8	ｺｳ	황
5238672	8	高	고
5238680	8	耿	경
5238688	8	侯	후
5238696	8	孔	공
5238704	8	句	구
5238712	8	江	강
5238720	8	公孫	공손
5238728	8	ｺｳｿﾝ	공손
5238736	8	皇甫	황보
5238744	8	ｺｳﾎ	황보
5238752	8	兀	올
5238760	8	ｺﾞﾂ	올
5238768	8	左	좌
5238784	8	崔	최
5238792	8	ｻｲ	최
5238800	8	蔡	채
5238816	8	ｻｸ	채
5238824	8	師	사
5238840	8	施	시
5238848	8	士孫	사손
5238856	8	ｼｿﾝ	사손
5238864	8	司馬	사마
5238872	8	ｼﾊﾞ	사마
5238880	8	謝	사
5238888	8	ｼｬ	사
5238896	8	車	거
5238904	8	沙	사
5238912	8	朱	주
5238920	8	ｼｭ	주
5238928	8	周	주
5238936	8	ｼｭｳ	주
5238944	8	州	주
5238952	8	祝	축
5238960	8	ｼｭｸ	축
5238968	8	荀	순
5238976	8	ｼﾞｭﾝ	순
5238984	8	淳于	순우
5238992	8	ｼﾞｭﾝｳ	순우
5239000	8	徐	서
5239008	8	ｼﾞｮ	서
5239016	8	蒋	장
5239024	8	ｼｮｳ	장
5239032	8	鍾	종
5239040	8	向	향
5239048	8	邵	소
5239064	8	諸葛	제갈
5239072	8	ｼｮｶﾂ	제갈
5239080	8	沈	심
5239088	8	ｼﾝ	심
5239096	8	申	신
5239104	8	岑	잠
5239112	8	審	심
5239120	8	辛	신
5239128	8	秦	진
5239136	8	翠	취
5239144	8	ｽｲ	취
5239160	8	鄒	추
5239168	8	ｽｳ	추
5239176	8	成	성
5239184	8	ｾｲ	성
5239192	8	石	석
5239200	8	ｾｷ	석
5239208	8	薛	설
5239216	8	ｾﾂ	설
5239224	8	全	전
5239232	8	ｾﾞﾝ	전
5239240	8	単	선
5239248	8	沮	저
5239264	8	蘇	소
5239272	8	曹	조
5239280	8	ｿｳ	조
5239288	8	宋	송
5239296	8	臧	장
5239304	8	ｿﾞｳ	장
5239312	8	孫	손
5239320	8	ｿﾝ	손
5239328	8	戴	대
5239336	8	ﾀｲ	대
5239344	8	太史	태사
5239352	8	ﾀｲｼ	태사
5239360	8	帯来	대래
5239368	8	ﾀｲﾗｲ	대래
5239376	8	卓	탁
5239384	8	ﾀｸ	탁
5239392	8	朶思	타사
5239400	8	ﾀﾞｼ	타사
5239408	8	譚	담
5239416	8	ﾀﾝ	담
5239424	8	張	장
5239432	8	ﾁｮｳ	장
5239440	8	趙	조
5239448	8	長孫	장손
5239456	8	ﾁｮｳｿﾝ	장손
5239464	8	陳	진
5239472	8	ﾁﾝ	진
5239480	8	程	정
5239488	8	ﾃｲ	정
5239496	8	丁	정
5239504	8	鄭	정
5239512	8	禰	예
5239520	8	ﾃﾞｲ	예
5239528	8	徹	철
5239536	8	ﾃﾂ	철
5239544	8	典	전
5239552	8	ﾃﾝ	전
5239560	8	田	전
5239568	8	ﾃﾞﾝ	전
5239576	8	杜	두
5239584	8	ﾄﾞ	두
5239592	8	滕	등
5239600	8	ﾄｳ	등
5239608	8	董	동
5239616	8	陶	도
5239624	8	唐	당
5239632	8	党	당
5239640	8	童	동
5239664	8	馬	마
5239672	8	ﾊﾞ	마
5239680	8	裴	배
5239688	8	ﾊｲ	배
5239696	8	樊	번
5239704	8	ﾊﾝ	번
5239712	8	潘	반
5239720	8	万	만
5239728	8	ﾊﾞﾝ	만
5239736	8	費	비
5239752	8	卑	비
5239760	8	糜	미
5239768	8	ﾋﾞ	미
5239776	8	傅	부
5239792	8	武	무
5239800	8	ﾌﾞ	무
5239808	8	馮	풍
5239816	8	ﾌｳ	풍
5239824	8	伏	복
5239832	8	ﾌｸ	복
5239840	8	傅士	부사
5239848	8	ﾌｼ	부사
5239856	8	文	문
5239864	8	ﾌﾞﾝ	문
5239872	8	辺	변
5239880	8	ﾍﾝ	변
5239888	8	卞	변
5239896	8	ﾍﾞﾝ	변
5239904	8	歩	보
5239920	8	逢	봉
5239928	8	ﾎｳ	봉
5239936	8	鮑	포
5239944	8	法	법
5239952	8	方	방
5239968	8	忙	망
5239976	8	ﾎﾞｳ	망
5239984	8	穆	목
5239992	8	ﾎﾞｸ	목
5240000	8	北宮	북궁
5240008	8	ﾎｸｷｭｳ	북궁
5240016	8	濮陽	복양
5240024	8	ﾎﾞｸﾖｳ	복양
5240032	8	木鹿	목록
5240040	8	ﾎﾞｸﾛｸ	목록
5240048	8	満	만
5240056	8	ﾏﾝ	만
5240064	8	迷当	미당
5240072	8	ﾒｲﾄｳ	미당
5240080	8	毛	모
5240088	8	ﾓｳ	모
5240096	8	孟	맹
5240104	8	兪	유
5240120	8	愈	유
5240128	8	楊	양
5240136	8	ﾖｳ	양
5240144	8	雍	옹
5240152	8	羊	양
5240160	8	雷	뇌
5240168	8	ﾗｲ	뇌
5240176	8	駱	낙
5240184	8	ﾗｸ	낙
5240192	8	李	이
5240208	8	陸	육
5240216	8	ﾘｸ	육
5240224	8	劉	유
5240232	8	ﾘｭｳ	유
5240240	8	留	유
5240248	8	呂	여
5240256	8	ﾘｮ	여
5240264	8	廖	요
5240272	8	ﾘｮｳ	양
5240280	8	梁	양
5240288	8	凌	능
5240296	8	倫	윤
5240304	8	ﾘﾝ	임
5240312	8	林	임
5240320	8	冷	냉
5240328	8	ﾚｲ	영
5240336	8	魯	노
5240352	8	盧	노
5240360	8	楼	누
5240368	8	ﾛｳ	누
5240376	8	晏	안
5240384	8	ｱﾝ	안
5240392	8	安	안
5240400	8	遺	유
5240408	8	威	위
5240416	8	彝	이
5240424	8	維	유
5240432	8	懿	의
5240440	8	異	이
5240464	8	ｲｸ	욱
5240480	8	胤	윤
5240488	8	允	윤
5240496	8	宇	우
5240504	8	羽	우
5240512	8	栄	영
5240520	8	瑩	영
5240528	8	叡	예
5240536	8	英	영
5240544	8	嬰	영
5240552	8	永	영
5240560	8	奕	혁
5240568	8	ｴｷ	혁
5240576	8	懌	역
5240584	8	悦	열
5240592	8	淵	연
5240600	8	延	연
5240608	8	炎	염
5240616	8	燕	연
5240624	8	衍	연
5240632	8	焉	언
5240656	8	横	횡
5240664	8	鴦	앙
5240672	8	応	응
5240680	8	恩	은
5240688	8	ｵﾝ	온
5240696	8	温	온
5240704	8	嘉	가
5240712	8	和	화
5240720	8	化	화
5240728	8	会	회
5240736	8	楷	해
5240744	8	懐	회
5240752	8	恢	회
5240776	8	亥	해
5240784	8	ｶﾞｲ	개
5240792	8	蓋	개
5240800	8	艾	애
5240808	8	凱	개
5240816	8	愷	개
5240832	8	覈	핵
5240840	8	恪	각
5240848	8	獲	획
5240856	8	角	각
5240872	8	煥	환
5240880	8	幹	간
5240888	8	奐	환
5240896	8	完	완
5240912	8	玩	완
5240920	8	含	함
5240928	8	煕	희
5240936	8	基	기
5240944	8	逵	규
5240952	8	徽	휘
5240960	8	既	기
5240968	8	喜	희
5240976	8	冀	기
5240984	8	禧	희
5241008	8	儀	의
5241016	8	義	의
5241024	8	宜	의
5241032	8	羲	희
5241048	8	吉	길
5241056	8	ｷﾂ	길
5241064	8	休	휴
5241072	8	宮	궁
5241080	8	球	구
5241088	8	巨	거
5241096	8	拠	거
5241104	8	挙	거
5241112	8	匡	광
5241120	8	恭	공
5241128	8	享	향
5241136	8	矯	교
5241144	8	勗	욱
5241152	8	ｷｮｸ	욱
5241160	8	嶷	의
5241168	8	ｷﾞｮｸ	옥
5241176	8	禁	금
5241184	8	欽	흠
5241192	8	瑾	근
5241200	8	均	균
5241208	8	鈞	균
5241216	8	欣	흔
5241240	8	銀	은
5241248	8	ｷﾞﾝ	은
5241272	8	勳	훈
5241280	8	ｸﾝ	훈
5241288	8	訓	훈
5241296	8	羣	군
5241304	8	ｸﾞﾝ	군
5241312	8	経	경
5241320	8	恵	혜
5241328	8	瓊	경
5241336	8	珪	규
5241344	8	景	경
5241352	8	厥	궐
5241360	8	ｹﾂ	궐
5241368	8	倹	검
5241376	8	権	권
5241384	8	憲	헌
5241392	8	堅	견
5241400	8	乾	건
5241408	8	騫	건
5241416	8	謙	겸
5241424	8	賢	현
5241432	8	建	건
5241440	8	虔	건
5241448	8	玄	현
5241456	8	彦	언
5241464	8	原	원
5241472	8	固	고
5241480	8	虎	호
5241496	8	伉	항
5241504	8	浩	호
5241512	8	興	흥
5241520	8	貢	공
5241528	8	綱	강
5241536	8	皓	호
5241544	8	康	강
5241552	8	弘	홍
5241560	8	晃	황
5241568	8	昂	앙
5241576	8	洪	홍
5241584	8	紘	굉
5241592	8	広	광
5241600	8	衡	형
5241608	8	抗	항
5241616	8	曠	광
5241632	8	渾	혼
5241640	8	ｺﾝ	혼
5241648	8	昏	혼
5241656	8	済	제
5241664	8	索	색
5241672	8	策	책
5241680	8	朔	삭
5241688	8	粲	찬
5241696	8	ｻﾝ	찬
5241704	8	讃	찬
5241712	8	賛	찬
5241720	8	纂	찬
5241736	8	志	지
5241744	8	旨	지
5241752	8	芝	지
5241760	8	咨	자
5241768	8	詩	시
5241784	8	慈	자
5241792	8	ｼﾞ	자
5241800	8	竺	축
5241808	8	ｼﾞｸ	축
5241816	8	質	질
5241824	8	ｼﾂ	질
5241840	8	授	수
5241848	8	ｼﾞｭ	수
5241856	8	儒	유
5241864	8	修	수
5241872	8	秀	수
5241880	8	繍	수
5241888	8	襲	습
5241896	8	習	습
5241904	8	醜	추
5241912	8	秋	추
5241920	8	緝	집
5241928	8	脩	수
5241936	8	寿	수
5241944	8	戎	융
5241952	8	ｼﾞｭｳ	융
5241960	8	柔	유
5241968	8	充	충
5241976	8	粛	숙
5241984	8	術	술
5241992	8	ｼﾞｭﾂ	술
5242000	8	濬	준
5242008	8	ｼｭﾝ	준
5242016	8	峻	준
5242024	8	儁	준
5242040	8	順	순
5242048	8	遵	준
5242056	8	純	순
5242064	8	循	순
5242072	8	庶	서
5242080	8	ｼｮ	서
5242088	8	緒	서
5242096	8	舒	서
5242104	8	昭	소
5242112	8	賞	상
5242120	8	尚	상
5242128	8	紹	소
5242136	8	劭	소
5242144	8	翔	상
5242152	8	象	상
5242160	8	彰	창
5242168	8	韶	소
5242176	8	松	송
5242184	8	承	승
5242192	8	璋	장
5242200	8	渉	섭
5242208	8	昇	승
5242216	8	章	장
5242224	8	勝	승
5242232	8	丞	승
5242240	8	ｼﾞｮｳ	승
5242248	8	続	속
5242256	8	ｼｮｸ	식
5242264	8	植	식
5242272	8	式	식
5242280	8	謖	속
5242288	8	進	진
5242296	8	真	진
5242304	8	震	진
5242312	8	信	신
5242328	8	仁	인
5242336	8	ｼﾞﾝ	인
5242344	8	任	임
5242352	8	遂	수
5242360	8	瑞	서
5242368	8	ｽﾞｲ	서
5242384	8	嵩	숭
5242392	8	斉	제
5242400	8	靖	정
5242408	8	正	정
5242416	8	旌	정
5242424	8	盛	성
5242432	8	性	성
5242440	8	静	정
5242448	8	政	정
5242456	8	星	성
5242472	8	籍	적
5242480	8	績	적
5242488	8	節	절
5242496	8	詮	전
5242504	8	ｾﾝ	선
5242512	8	暹	섬
5242520	8	旋	선
5242528	8	瞻	첨
5242536	8	僉	첨
5242544	8	然	연
5242552	8	禅	선
5242560	8	祖	조
5242568	8	祚	조
5242576	8	双	쌍
5242584	8	倉	창
5242592	8	綜	종
5242600	8	操	조
5242608	8	爽	상
5242624	8	則	칙
5242632	8	ｿｸ	칙
5242640	8	ｿﾞｸ	속
5242648	8	巽	손
5242656	8	遜	손
5242664	8	佗	타
5242672	8	ﾀﾞ	타
5242680	8	泰	태
5242688	8	岱	대
5242696	8	沢	택
5242704	8	達	달
5242712	8	ﾀﾂ	달
5242720	8	丹	단
5242728	8	誕	탄
5242736	8	耽	탐
5242744	8	端	단
5242752	8	治	치
5242776	8	ﾁｮ	저
5242784	8	忠	충
5242792	8	ﾁｭｳ	충
5242800	8	中	중
5242808	8	冑	주
5242816	8	疇	주
5242824	8	稠	조
5242832	8	仲	중
5242840	8	沖	충
5242856	8	寵	총
5242864	8	昶	창
5242872	8	超	초
5242880	8	朝	조
5242888	8	直	직
5242896	8	ﾁｮｸ	직
5242912	8	定	정
5242920	8	悌	제
5242928	8	鉄	철
5242936	8	図	도
5242952	8	都	도
5242960	8	度	도
5242968	8	統	통
5242976	8	当	당
5242984	8	登	등
5242992	8	到	도
5243000	8	騰	등
5243016	8	銅	동
5243024	8	ﾄﾞｳ	동
5243032	8	徳	덕
5243040	8	ﾄｸ	덕
5243048	8	特	특
5243056	8	惇	돈
5243064	8	ﾄﾝ	돈
5243072	8	頓	돈
5243080	8	喃	남
5243088	8	ﾅﾝ	남
5243096	8	南	남
5243104	8	寧	녕
5243112	8	ﾈｲ	녕
5243120	8	覇	패
5243136	8	巴	파
5243144	8	沛	패
5243152	8	配	배
5243160	8	柏	백
5243168	8	ﾊｸ	백
5243176	8	薄	박
5243192	8	ﾊﾞｸ	박
5243200	8	範	범
5243208	8	班	반
5243216	8	丕	비
5243224	8	飛	비
5243232	8	泌	비
5243240	8	備	비
5243256	8	ﾋﾟ	비
5243264	8	豹	표
5243272	8	ﾋｮｳ	표
5243280	8	彪	표
5243288	8	表	표
5243296	8	評	평
5243304	8	斌	빈
5243312	8	ﾋﾝ	빈
5243320	8	彬	빈
5243328	8	旻	민
5243336	8	ﾋﾞﾝ	민
5243344	8	孚	부
5243352	8	布	포
5243360	8	普	보
5243368	8	阜	부
5243376	8	馥	복
5243392	8	奮	분
5243400	8	ﾌﾝ	분
5243408	8	平	평
5243416	8	ﾍｲ	평
5243424	8	秉	병
5243432	8	聘	빙
5243440	8	辟	벽
5243448	8	ﾍｷ	벽
5243456	8	圃	포
5243464	8	甫	보
5243472	8	輔	보
5243480	8	魴	방
5243488	8	褒	포
5243496	8	苞	포
5243504	8	芳	방
5243512	8	奉	봉
5243520	8	鋒	봉
5243528	8	豊	풍
5243536	8	封	봉
5243544	8	宝	보
5243552	8	鳳	봉
5243560	8	楙	무
5243568	8	瑁	모
5243576	8	望	망
5243584	8	髦	모
5243592	8	翻	번
5243600	8	ﾎﾝ	번
5243608	8	茂	무
5243624	8	蒙	몽
5243632	8	黙	묵
5243640	8	ﾓｸ	묵
5243648	8	瑜	유
5243656	8	雄	웅
5243664	8	ﾕｳ	웅
5243672	8	攸	유
5243680	8	融	융
5243688	8	熊	웅
5243696	8	優	우
5243704	8	輿	여
5243720	8	預	예
5243728	8	与	여
5243736	8	燿	요
5243744	8	膺	응
5243752	8	曄	엽
5243760	8	耀	요
5243768	8	揚	양
5243776	8	容	용
5243800	8	弋	익
5243808	8	ﾖｸ	익
5243816	8	翊	익
5243824	8	翼	익
5243832	8	覧	남
5243840	8	ﾗﾝ	남
5243848	8	蘭	난
5243856	8	闌	난
5243864	8	理	이
5243872	8	立	입
5243880	8	ﾘﾂ	입
5243888	8	略	약
5243896	8	ﾘｬｸ	약
5243904	8	隆	융
5243912	8	良	양
5243920	8	亮	양
5243928	8	遼	요
5243936	8	陵	능
5243944	8	諒	양
5243960	8	琳	임
5243968	8	累	누
5243976	8	ﾙｲ	누
5243984	8	霊	영
5243992	8	礼	예
5244000	8	烈	열
5244008	8	ﾚﾂ	열
5244016	8	輅	노
5244024	8	朗	낭
5244032	8	淮	회
5244040	8	ﾜｲ	회
5244048	8	娃	왜
5244056	8	ｱｲ	애
5244064	8	愛	애
5244072	8	媛	원
5244080	8	桜	앵
5244088	8	花	화
5244096	8	娥	아
5244104	8	環	환
5244112	8	葵	규
5244120	8	綺	기
5244128	8	菊	국
5244136	8	嬌	교
5244144	8	香	향
5244152	8	玉	옥
5244160	8	桂	계
5244168	8	絹	견
5244176	8	絢	현
5244184	8	妍	연
5244192	8	娟	연
5244200	8	紅	홍
5244208	8	彩	채
5244216	8	嬢	양
5244224	8	嬋	선
5244232	8	茜	천
5244240	8	藤	등
5244248	8	梅	매
5244256	8	ﾊﾞｲ	매
5244264	8	璧	벽
5244272	8	妙	묘
5244280	8	ﾐｮｳ	묘
5244288	8	藍	남
5244296	8	綾	릉
5244304	8	麗	여
5244312	8	玲	영
5244320	8	蓮	연
5244328	8	ﾚﾝ	연
5244336	48	命名を配偶者に任せます\nよろしいですか？	작명을 배우자에게\n맡기시겠습니까?
5244384	40	名前の入力を中止します\nよろしいですか？	이름 입력을\n중지하시겠습니까?
5244448	32	姓名を入力してください	성명을 입력해 주십시오
5244480	48	登録武将に\n同じ名前の武将が存在します	등록무장 중에\n같은 이름의 무장이 있습니다
5244680	8	名前	이름
5244688	8	性別	성별
5244696	8	顔	얼굴
5244704	8	生年	생년
5244712	8	内面	내면
5244720	8	能力	능력
5244728	8	スキル	스킬
5244736	8	決定	결정
5244744	8	中止	중지
5244808	16	新武将登録	신무장 등록
5244824	8	男性	남성
5244832	8	女性	여성
5244856	8	姓	성
5244864	8	名	명
5244872	8	字	자
5244880	8	ルビ	읽기
5244888	8	 性別	 성별
5244896	8	 生年	 생년
5244904	8	  志	지향
5244912	8	 性格	 성격
5244920	8	タイプ	타입
5244928	8	武力	무력
5244936	8	知力	지력
5244944	8	政治	정치
5244952	8	魅力	매력
5244960	8	特技	특기
5244968	8	戦法	전법
5244976	8	初	초
5244984	8	弐	이
5244992	8	参	삼
5245000	8	四	사
5245008	8	五	오
5245016	8	極	극
5245024	32	姓名を入力してください	성명을 입력해 주십시오
5245056	48	史実武将に\n同じ名前の武将が存在します	사실무장 중에\n같은 이름의 무장이 있습니다
5245104	48	登録武将に\n同じ名前の武将が存在します	등록무장 중에\n같은 이름의 무장이 있습니다
5245152	48	内容を変更しても\nよろしいですか？	내용을 변경해도\n괜찮으시겠습니까?
5245240	8	孔	공
5245248	8	丘	구
5245256	8	仲尼	중니
5245264	8	ｺｳｷｭｳ	공구
5245272	8	張	장
5245280	16	儀	의
5245296	8	ﾁｮｳｷﾞ	장의
5245304	8	藺	인
5245312	8	相如	상여
5245320	16	ﾘﾝｼｮｳｼﾞｮ	인상여
5245336	8	楽	악
5245344	8	毅	의
5245352	8	ｶﾞｸｷ	악의
5245360	8	白	백
5245368	8	起	기
5245376	8	ﾊｸｷ	백기
5245384	8	李	이
5245392	8	斯	사
5245400	8	ﾘｼ	이사
5245408	8	王	왕
5245416	8	翦	전
5245424	8	ｵｳｾﾝ	왕전
5245432	8	范	범
5245440	8	増	증
5245448	8	ﾊﾝｿﾞｳ	범증
5245456	8	劉	유
5245464	8	邦	방
5245472	8	ﾘｭｳﾎｳ	유방
5245480	8	英	영
5245488	8	布	포
5245496	8	ｴｲﾌ	영포
5245504	8	韓	한
5245512	8	信	신
5245520	8	ｶﾝｼﾝ	한신
5245528	8	項	항
5245536	8	籍	적
5245544	8	羽	우
5245552	8	ｺｳｾｷ	항적
5245560	8	良	양
5245568	8	子房	자방
5245576	8	ﾁｮｳﾘｮｳ	장량
5245584	8	霍	곽
5245592	8	去病	거병
5245600	8	ｶｸｷｮﾍｲ	곽거병
5245608	8	孫	손
5245616	8	濱	빈
5245624	8	ｿﾝﾋﾟﾝ	손빈
5245640	8	政	정
5245648	8	ｴｲｾｲ	위청
5245656	8	陳	진
5245664	8	慶之	경지
5245672	8	子雲	자운
5245680	8	ﾁﾝｹｲｼ	진경지
5245688	8	楊	양
5245696	8	大眼	대안
5245704	8	ﾖｳﾀｲｶﾞﾝ	양대안
5245712	8	高	고
5245720	8	長恭	장공
5245728	16	ｺｳﾁｮｳｷｮｳ	고장공
5245744	8	勣	적
5245752	8	ﾘｾｷ	이적
5245760	8	岳	악
5245768	8	飛	비
5245776	8	鵬拳	붕권
5245784	8	ｶﾞｸﾋ	악비
5245792	8	覇権	패권
5245800	8	大義	대의
5245808	8	中庸	중용
5245816	8	出世	출세
5245824	8	私欲	사욕
5245832	8	豪胆	호담
5245840	8	猪突	저돌
5245848	8	温和	온화
5245856	8	冷静	냉정
5245864	8	臆病	소심
5245872	8	武力	무력
5245880	8	知力	지력
5245888	8	政治	정치
5245896	8	魅力	매력
5245904	8	将軍	장군
5245912	8	提督	제독
5245920	8	軍師	군사
5245928	8	万能	만능
5245936	16	平凡	평범
5246008	8	志	지
5246016	8	性格	성격
5246024	8	タイプ	타입
5246032	8	決定	결정
5246040	8	中止	중지
5246048	8	覇権	패권
5246056	8	大義	대의
5246064	8	中庸	중용
5246072	8	出世	출세
5246080	8	私欲	사욕
5246088	8	豪胆	호담
5246096	8	猪突	저돌
5246104	8	温和	온화
5246112	8	冷静	냉정
5246120	8	臆病	소심
5246128	8	武力	무력
5246136	8	知力	지력
5246144	8	政治	정치
5246152	8	魅力	매력
5246160	8	将軍	장군
5246168	8	提督	제독
5246176	8	軍師	군사
5246184	8	万能	만능
5246192	8	平凡	평범
5246216	24	内面設定	내면 설정
5246240	64	能力と特技・戦法が初期化されます\nよろしいですか？	능력과 특기・전법이 초기화됩니다\n진행하시겠습니까?
5246304	56	特技・戦法が初期化されます\nよろしいですか？	특기・전법이 초기화됩니다\n진행하시겠습니까?
5247464	24	ムービーを再生	동영상 재생
5248056	8	特技	특기
5248064	8	戦法	전법
5248072	8	決定	결정
5248080	8	中止	중지
5248104	24	スキル設定	스킬 설정
5248256	24	新しくゲームを始める	새 게임 시작
5248280	24	お勧めシナリオ	추천 시나리오
5248304	24	データをロードする	데이터 로드
5248328	24	新武将登録	신무장 등록
5248352	32	アイテムコレクション	아이템 컬렉션
