group	entry	jp	ko
268	164	{01F6}{04CE}{01E2}「‖{0554:1}司馬仲達‖{0554:0}殿へ書き送る　　」‖⏎{0021}「近頃は深窓の令嬢よろしく‖⏎　陣幕の奥深くにて‖⏎　ゆるりとお過ごしの様子　」‖⏎{0021}「鎧を着け剣を帯びるのが‖⏎　疎ましくおなりと見える　」‖⏎{0021}「貴公に似合いの衣服と‖⏎　髪飾りを送らせていただく‖⏎　喜んでいただけよう　　　」‖⏎{0021}「兵法に飽きたなら‖⏎　次は舞いなど覚えられては‖⏎　いかがかと存ずる　　　　」‖⏎{001F}{0022}	{01F6}{04CE}{01E2}「‖{0554:1}사마중달‖{0554:0} 님께 보내오　」‖⏎{0021}「요사이 규방의 아가씨처럼‖⏎　군막 깊숙한 곳에서‖⏎　한가로이 지내시는 모양　」‖⏎{0021}「갑옷 걸치고 검을 차는 것이‖⏎　번거로워지신 듯하오　　」‖⏎{0021}「귀공에게 어울리는 의복과‖⏎　머리 장식을 보내 드리니‖⏎　기꺼이 받아 주시겠지요　」‖⏎{0021}「병법에 싫증이 나셨거든‖⏎　다음은 춤이라도 익히심이‖⏎　어떠할까 생각하오　　　」‖⏎{001F}{0022}
268	165	{01F6}{04CE}{01E2}（ぐぬぬ……‖⏎　いや、わかっておる‖⏎　これは奴の挑発だ）‖⏎{0021}（守りを固められて‖⏎　困っている証拠なのだ……）‖⏎{001F}{0022}	{01F6}{04CE}{01E2}(끄으윽……‖⏎　아니, 알고 있다‖⏎　이는 저놈의 도발이다)‖⏎{0021}(수비를 굳히니‖⏎　곤란하다는 증거다……)‖⏎{001F}{0022}
268	166	{01DE:32}こ、このような侮辱を受けて‖⏎黙っていられましょうか！‖⏎何とぞ出陣のご命令を！‖⏎{001F}{0022}	{01DE:32}이, 이런 모욕을 받고서‖⏎잠자코 있을 수 있겠습니까!‖⏎부디 출진을 명해 주소서!‖⏎{001F}{0022}
268	167	{01F6}{04CE}{01E2}皆、静まらぬか！‖⏎この程度で作戦を変えることは‖⏎まかりならん！‖⏎{0021}（ううむ、将兵が‖⏎　いきり立ってしまった‖⏎　やってくれたな、‖{0554:1}孔明‖{0554:0}……）‖⏎{001F}{0022}	{01F6}{04CE}{01E2}모두 진정하지 못하겠느냐!‖⏎이 정도로 작전을 바꾸는 일은‖⏎결코 있을 수 없다!‖⏎{0021}(으으음, 장병들이‖⏎　격앙되고 말았구나‖⏎　잘도 해 주었군, ‖{0554:1}공명‖{0554:0}……)‖⏎{001F}{0022}
268	168	{0554:1}司馬懿‖{0554:0}以外の魏の全部隊が‖⏎挑発状態になりました‖⏎{001F}{0022}	{0554:1}사마의‖{0554:0} 이외의 위의 전 부대가‖⏎도발 상태가 되었습니다‖⏎{001F}{0022}
268	169	{01F6}{04CE}{01E2}貴様が‖{0554:1}姜維‖{0554:0}か‖⏎裏切り者の分際で‖⏎よくもおめおめと顔を出せるな‖⏎{001F}{0022}	{01F6}{04CE}{01E2}네놈이 ‖{0554:1}강유‖{0554:0}인가‖⏎배신자 주제에‖⏎용케도 뻔뻔히 낯을 내밀다니‖⏎{001F}{0022}
268	170	{01F6}{04CE}{01E2}士は己を知る者のために死す‖⏎私は私利私欲によって‖⏎主を変えたのではない‖⏎{0021}貴様は‖{0554:1}夏侯淵‖{0554:0}の息子ゆえに‖⏎重用されているにすぎぬ‖⏎それと知らぬなら哀れだな‖⏎{001F}{0022}	{01F6}{04CE}{01E2}선비는 나를 알아주는 이를‖⏎위해 죽는다 나는 사욕 때문에‖⏎주인을 바꾼 것이 아니다‖⏎{0021}네놈은 ‖{0554:1}하후연‖{0554:0}의 아들이라‖⏎중용되고 있을 뿐이다‖⏎그것도 모른다면 가엾구나‖⏎{001F}{0022}
268	171	{01F6}{04CE}{01E2}言わせておけば……‖⏎ならば見せてやる‖⏎それがしの力をな！‖⏎{001F}{0022}	{01F6}{04CE}{01E2}말하게 두었더니……‖⏎그렇다면 보여 주마‖⏎소장의 힘을 말이다!‖⏎{001F}{0022}
268	172	{01F6}{04CE}{01E2}くっ、これほどとは……‖⏎奴のこの覇気は‖⏎いったい何なのだ……‖⏎{001F}{0022}	{01F6}{04CE}{01E2}큭, 이 정도일 줄이야……‖⏎저놈의 이 패기는‖⏎도대체 무엇이란 말인가……‖⏎{001F}{0022}
268	173	{0554:1}諸葛亮‖{0554:0}はかねてより激務の疲れから‖⏎体調が優れないのを常に感じていた‖⏎そして、己の寿命が久しからぬも悟っていた‖⏎{0021}天もそのことをあらわしている‖⏎{0554:1}諸葛亮‖{0554:0}の主星は輝きを失い‖⏎今にも消えてなくならんとしていた‖⏎{001F}{0022}	{0554:1}제갈량‖{0554:0}은 전부터 격무의 피로로‖⏎몸이 좋지 않음을 늘 느끼고 있었다‖⏎그리고 제 수명이 다함도 깨닫고 있었다‖⏎{0021}하늘도 그것을 드러내고 있었다‖⏎{0554:1}제갈량‖{0554:0}의 주성은 빛을 잃고‖⏎금세라도 사라져 없어지려 하고 있었다‖⏎{001F}{0022}
268	174	{01F6}{04CE}{01E2}{0554:1}姜維‖{0554:0}よ、我が今生の寿命も‖⏎残りわずかとなったようだ‖⏎天文より、それは明らか……‖⏎{001F}{0022}	{01F6}{04CE}{01E2}{0554:1}강유‖{0554:0}야, 내 이승의 수명도‖⏎얼마 남지 않은 듯하구나‖⏎천문으로 보아 분명하다……‖⏎{001F}{0022}
268	175	{01F6}{04CE}{01E2}そのような悲しきことを‖⏎申されますな‖⏎なぜ、祓いをなさらぬのです‖⏎{0021}星を祭り、天に祈る祓いの‖⏎法があるではありませんか‖⏎{001F}{0022}	{01F6}{04CE}{01E2}그런 슬픈 말씀을‖⏎하지 마십시오‖⏎어찌 기도를 올리지 않습니까‖⏎{0021}별에 제를 올리고 하늘에 비는‖⏎기도의 법이 있지 않습니까‖⏎{001F}{0022}
268	176	{01F6}{04CE}{01E2}おお、そうか！！‖⏎{0554:1}姜維‖{0554:0}よ、よく気が付いた‖⏎{0021}その術はわたしも修してはいた‖⏎我が命のためになすことを‖⏎忘れていたな‖⏎{0021}祭壇に主燈を置き‖⏎その明かりが七晩の間‖⏎消えなければ、事は成るだろう‖⏎{001F}{0022}	{01F6}{04CE}{01E2}오오, 그렇구나!!‖⏎{0554:1}강유‖{0554:0}야, 잘도 알아차렸다‖⏎{0021}그 술법은 나도 익혀 두었건만‖⏎내 목숨을 위해 행할 것을‖⏎잊고 있었구나‖⏎{0021}제단에 주등을 놓고‖⏎그 불이 이레 밤 동안‖⏎꺼지지 않으면 이루어지리라‖⏎{001F}{0022}
268	177	{0554:1}諸葛亮‖{0554:0}はさっそく‖{0554:1}姜維‖{0554:0}に祈祷の準備を命じ‖⏎用意が整うや秘室に籠り‖⏎夜を徹して祈祷を続けた……‖⏎{001F}{0022}	{0554:1}제갈량‖{0554:0}은 ‖{0554:1}강유‖{0554:0}에게 기도 준비를 명하고‖⏎채비가 갖추어지자 밀실에 틀어박혀‖⏎밤을 새워 기도를 이어 갔다……‖⏎{001F}{0022}
268	178	{0554:1}諸葛亮‖{0554:0}が祈祷をはじめてから‖⏎６日が過ぎた‖⏎主燈は灯り続けている‖⏎{0021}{0554:1}諸葛亮‖{0554:0}は祈りが天に通じたかと思い‖⏎内心喜びを隠せなかった‖⏎だが……‖⏎{001F}{0022}	{0554:1}제갈량‖{0554:0}이 기도를 시작한 지‖⏎엿새가 지났다‖⏎주등은 계속 켜져 있다‖⏎{0021}{0554:1}제갈량‖{0554:0}은 기도가 닿았는가 싶어‖⏎속으로 기쁨을 감추지 못했다‖⏎그러나……‖⏎{001F}{0022}
268	179	{01DE:32}丞相！！‖⏎大変でございます‖⏎敵に動きがありました！‖⏎{001F}{0022}	{01DE:32}승상!!‖⏎큰일이옵니다‖⏎적에게 움직임이 있었습니다!‖⏎{001F}{0022}
268	180	「敵に動きあり」‖⏎{0554:1}諸葛亮‖{0554:0}にいち早く知らせようとした兵士は‖⏎勢いに任せて駆け込んだ‖⏎{0021}その拍子に……‖⏎あと一晩灯りつづければよかった‖⏎主燈の明かりは、ふっと消えてしまった‖⏎{001F}{0022}	「적에게 움직임이 있다」‖⏎{0554:1}제갈량‖{0554:0}에게 서둘러 알리려 한 병사는‖⏎기세를 몰아 뛰어 들어왔다‖⏎{0021}그 바람에……‖⏎하룻밤만 더 켜져 있으면 되었을‖⏎주등의 불은, 훅 꺼져 버렸다‖⏎{001F}{0022}
268	181	{01F6}{04CE}{01E2}ああっ、なんたること！‖⏎わたしの命も‖⏎ここに潰えるのか……‖⏎{001F}{0022}	{01F6}{04CE}{01E2}아아, 이 무슨 일인가!‖⏎내 목숨도‖⏎여기서 다하는 것인가……‖⏎{001F}{0022}
268	182	{0554:1}諸葛亮‖{0554:0}の祈りは天に通じなかった‖⏎彼は五丈原にてその命を‖⏎終える覚悟を決めた……‖⏎{001F}{0022}	{0554:1}제갈량‖{0554:0}의 기도는 닿지 않았다‖⏎그는 오장원에서 그 목숨을‖⏎마칠 각오를 굳혔다……‖⏎{001F}{0022}
268	183	今まさに‖{0554:1}諸葛亮‖{0554:0}に死が訪れようとしていた‖⏎本人も、先の祈祷が失敗に終わったときより‖⏎覚悟はしており、諸官に後事を託していた‖⏎{0021}{0554:1}諸葛亮‖{0554:0}は天を仰ぎ、自らの宿星を確認する‖⏎間もなく、星は地に落ち、同時に‖⏎{0554:1}諸葛亮‖{0554:0}は息を引き取った‖⏎{001F}{0022}	이제 ‖{0554:1}제갈량‖{0554:0}에게 죽음이 다가오고 있었다‖⏎본인도 지난 기도가 실패로 끝난 때부터‖⏎각오하여 여러 관원에게 뒷일을 맡겼다‖⏎{0021}{0554:1}제갈량‖{0554:0}은 하늘을 우러러 제 숙성을 살핀다‖⏎머지않아 별은 땅에 떨어졌고, 동시에‖⏎{0554:1}제갈량‖{0554:0}은 숨을 거두었다‖⏎{001F}{0022}
268	184	{01DE:23}丞相！？‖⏎丞相ー！！‖⏎{001F}{0022}	{01DE:23}승상!?‖⏎승상~!!‖⏎{001F}{0022}
268	185	{0554:1}諸葛亮‖{0554:0}は５４歳にして世を去った‖⏎{0021}蜀軍は‖{0554:1}諸葛亮‖{0554:0}の生前の指示に従い‖⏎すぐに退却を始めた‖⏎{0021}一方、日夜天文を見ていた‖{0554:1}司馬懿‖{0554:0}も‖⏎{0554:1}諸葛亮‖{0554:0}の死に気付く‖⏎そして、すぐに追撃の軍を出した……‖⏎{001F}{0022}	{0554:1}제갈량‖{0554:0}은 54세로 세상을 떠났다‖⏎{0021}촉군은 ‖{0554:1}제갈량‖{0554:0}의 생전 지시에 따라‖⏎곧바로 퇴각을 시작했다‖⏎{0021}한편, 밤낮 천문을 보던 ‖{0554:1}사마의‖{0554:0}도‖⏎{0554:1}제갈량‖{0554:0}의 죽음을 알아챈다‖⏎그리고 곧바로 추격군을 냈다……‖⏎{001F}{0022}
268	186	{0554:1}諸葛亮‖{0554:0}はわずかな希望をもって五丈原へ‖⏎軍を進めた。だが、その希望もついには‖⏎叶わなかった‖⏎{0021}間もなく、‖{0554:1}諸葛亮‖{0554:0}は病を発して没し‖⏎蜀の軍勢は‖{0554:2}漢中‖{0554:0}へ引き上げた‖⏎かくして蜀の北伐は成らぬままに途絶える‖⏎{001F}{0022}{0002}{003C}	{0554:1}제갈량‖{0554:0}은 작은 희망을 품고 오장원으로‖⏎군을 나아가게 했다. 허나 희망도 끝내‖⏎이루어지지 않았다‖⏎{0021}머지않아 ‖{0554:1}제갈량‖{0554:0}은 병을 얻어 죽고‖⏎촉의 군세는 ‖{0554:2}한중‖{0554:0}으로 물러갔다‖⏎촉의 북벌은 끝내 이루지 못하고 끊겼다‖⏎{001F}{0022}{0002}{003C}
268	187	{0025:31015}{0520}街亭を守りきった蜀軍は‖⏎ついに北伐の最終目標の地である‖⏎{0554:2}長安‖{0554:0}へ軍を進めた‖⏎{001F}{04D1:1}{0522:0}北伐を成し遂げることが‖⏎先帝以来のわたしの悲願‖⏎だった‖⏎{0021}{0554:2}長安‖{0554:0}を落としても‖⏎北伐が完了するわけではない‖⏎まだ戦いは続くだろう‖⏎{0021}だが、今は‖{0554:2}長安‖{0554:0}の回復へ‖⏎向けて、皆の心を一つにする‖⏎ことが大切だ‖⏎{0021}そのことを肝に銘じて‖⏎戦ってくれ‖⏎よいな‖⏎{001F}{04D1:0}{0521:1}はいっ！‖⏎{001F}{0002}{003C}	{0025:31015}{0520}가정을 지켜 낸 촉군은‖⏎마침내 북벌의 최종 목표인 땅‖⏎{0554:2}장안‖{0554:0}으로 군을 나아가게 했다‖⏎{001F}{04D1:1}{0522:0}북벌을 이루는 것이‖⏎선제 이래 나의 비원‖⏎이었다‖⏎{0021}{0554:2}장안‖{0554:0}을 떨어뜨려도‖⏎북벌이 끝나는 것은 아니다‖⏎아직 싸움은 이어지리라‖⏎{0021}허나 지금은 ‖{0554:2}장안‖{0554:0} 회복을‖⏎향하여, 모두의 마음을 하나로‖⏎모으는 것이 중요하다‖⏎{0021}그것을 가슴에 새기고‖⏎싸워 다오‖⏎알겠느냐‖⏎{001F}{04D1:0}{0521:1}예!‖⏎{001F}{0002}{003C}
268	188	{01F6}{04CE}{01E2}誰ぞ、余を見知る者はおらぬか‖⏎余は魏の‖{0554:1}山陽公‖{0554:0}である‖⏎{001F}{0022}	{01F6}{04CE}{01E2}누구든, 짐을 아는 자 없느냐‖⏎짐은 위의 ‖{0554:1}산양공‖{0554:0}이다‖⏎{001F}{0022}
268	189	{01F6}{04CE}{01E2}な、なんと！‖⏎漢の皇帝陛下がおいでとは！‖⏎私は‖{0554:1}諸葛亮‖{0554:0}と申します‖⏎{0021}存ぜぬこととは申せ‖⏎出迎えにも参りませず‖⏎この罪は万死に値します‖⏎{001F}{0022}	{01F6}{04CE}{01E2}무, 무어라!‖⏎한의 황제 폐하께서 오시다니!‖⏎저는 ‖{0554:1}제갈량‖{0554:0}이라 하옵니다‖⏎{0021}몰랐다고는 하나‖⏎마중조차 나가지 못하였으니‖⏎죄는 만 번 죽어 마땅합니다‖⏎{001F}{0022}
268	190	{01F6}{04CE}{01E2}やめよ‖⏎余はすでに魏の臣である‖⏎蜀の臣が頭を下げることはない‖⏎{001F}{0022}	{01F6}{04CE}{01E2}그만두라‖⏎짐은 이미 위의 신하다‖⏎촉 신하가 머리 숙일 일 없다‖⏎{001F}{0022}
268	191	{01F6}{04CE}{01E2}これは異なことを仰せに……‖⏎魏で皇帝と称している輩の‖⏎暴虐をお認めになりますのか‖⏎{0021}蜀は漢の皇統をお守りすべく‖⏎帝位を預かるもの‖⏎陛下がお帰りになる場所です‖⏎{0021}今は我が主・‖{0554:1}劉禅‖{0554:0}が帝位を‖⏎お預かりしておりますが‖⏎陛下がお帰りとあらば……‖⏎{001F}{0022}	{01F6}{04CE}{01E2}괴이한 말씀을 하시는……‖⏎위에서 황제를 칭하는 무리의‖⏎포학을 인정하시는 것입니까‖⏎{0021}촉은 한의 황통을 지키고자‖⏎제위를 맡고 있는 것‖⏎폐하께서 돌아오실 자리입니다‖⏎{0021}지금은 주공 ‖{0554:1}유선‖{0554:0}이 제위를‖⏎맡고 계십니다만‖⏎폐하께서 돌아오신다면……‖⏎{001F}{0022}
268	192	{01F6}{04CE}{01E2}いや、その必要はない‖⏎余は‖{0554:1}曹丕‖{0554:0}めに負けたのじゃ‖⏎今さら何を言えようか‖⏎{0021}余は蜀に加勢するため‖⏎ここまで参った‖⏎ただし、１人の将としてじゃ‖⏎{0021}余の力が及ばずに漢を損ない‖⏎{0554:1}高祖‖{0554:0}や‖{0554:1}光武帝‖{0554:0}に顔向けできぬ‖⏎その罪滅ぼしをさせてくれ……‖⏎{001F}{0022}	{01F6}{04CE}{01E2}아니, 그럴 필요는 없다‖⏎짐은 ‖{0554:1}조비‖{0554:0} 놈에게 진 것이다‖⏎이제 와 무슨 말을 하겠는가‖⏎{0021}짐은 촉을 돕기 위하여‖⏎여기까지 왔다‖⏎다만, 한 사람의 장수로서이다‖⏎{0021}짐의 힘이 모자라 한을 잃고‖⏎{0554:1}고조‖{0554:0}와 ‖{0554:1}광무제‖{0554:0}를 뵐 낯이 없다‖⏎그 죄를 씻게 해 다오……‖⏎{001F}{0022}
268	193	{01F6}{04CE}{01E2}…………‖⏎承知いたしました……‖⏎{0021}（誠実で聡明な方だ‖⏎　近くに支える者さえあれば‖⏎　このようなことには……）‖⏎{001F}{0022}	{01F6}{04CE}{01E2}…………‖⏎알겠습니다……‖⏎{0021}(성실하고 총명한 분이다‖⏎　곁에 받드는 이만 있었다면‖⏎　이런 일은 없었을 텐데……)‖⏎{001F}{0022}
268	194	蜀軍の全部隊の士気が１０上がりました‖⏎{001F}{0022}	촉군 전 부대의 사기가 10 올랐습니다‖⏎{001F}{0022}
268	195	{01F6}{04CE}{01E2}{0554:1}夏侯覇‖{0554:0}！‖⏎我々はここまで来たぞ‖⏎貴様も覚悟を決めるがいい！‖⏎{001F}{0022}	{01F6}{04CE}{01E2}{0554:1}하후패‖{0554:0}!‖⏎우리는 여기까지 왔다‖⏎네놈도 각오를 정해 두어라!‖⏎{001F}{0022}
268	196	{01F6}{04CE}{01E2}黙れ！‖⏎蜀は我が父・‖{0554:1}夏侯淵‖{0554:0}の仇‖⏎そして貴様は裏切り者だ‖⏎{0021}それがしの誇りにかけて‖⏎決して負けはせん！！‖⏎{001F}{0022}	{01F6}{04CE}{01E2}닥쳐라!‖⏎촉은 내 아버지 ‖{0554:1}하후연‖{0554:0}의 원수‖⏎그리고 네놈은 배신자다‖⏎{0021}소장의 긍지를 걸고‖⏎결코 지지 않는다!!‖⏎{001F}{0022}
268	197	{01F6}{04CE}{01E2}むっ、なにゆえ槍を収める‖⏎まだ勝負はついておらぬぞ！‖⏎{001F}{0022}	{01F6}{04CE}{01E2}웃, 어찌하여 창을 거두느냐‖⏎아직 승부는 나지 않았다!‖⏎{001F}{0022}
268	198	{01F6}{04CE}{01E2}{0554:1}夏侯覇‖{0554:0}よ‖⏎本気で我らに勝てると‖⏎思っているのか？‖⏎{0021}魏が滅びれば‖⏎曹・夏侯一族がどうなるか‖⏎わかっているだろう‖⏎{0021}赤子１人にいたるまで‖⏎すべて死罪となる……‖⏎それでもよいのか？‖⏎{001F}{0022}	{01F6}{04CE}{01E2}{0554:1}하후패‖{0554:0}여‖⏎진심으로 우리를 이긴다고‖⏎여기는 것인가?‖⏎{0021}위가 멸망하면‖⏎조・하후 일족이 어찌 될지‖⏎알고 있을 것이다‖⏎{0021}갓난아이 1명에 이르기까지‖⏎모두 사죄에 처해진다……‖⏎그래도 좋은가?‖⏎{001F}{0022}
268	199	{01F6}{04CE}{01E2}…………‖⏎いたしかたない‖⏎それが乱世の常だ……‖⏎{001F}{0022}	{01F6}{04CE}{01E2}…………‖⏎어쩔 수 없구나‖⏎그것이 난세의 상례다……‖⏎{001F}{0022}
268	200	{01F6}{04CE}{01E2}貴公は戦って死んでも‖⏎本望だろうが、女子供が‖⏎哀れとは思わぬか‖⏎{0021}助ける手立てが１つある‖⏎貴公が蜀に降るのだ‖⏎そして功を立てろ‖⏎{0021}その功と引き換えにすれば‖⏎一族の命は助かるだろう‖⏎……どうだ？‖⏎{001F}{0022}	{01F6}{04CE}{01E2}귀공은 싸우다 죽어도‖⏎본망이겠지만, 아녀자들이‖⏎가엾다고 여기지 않는가‖⏎{0021}구할 방도가 하나 있다‖⏎귀공이 촉에 항복하는 것이다‖⏎그리고 공을 세워라‖⏎{0021}그 공과 맞바꾼다면‖⏎일족의 목숨은 살아남으리라‖⏎……어떤가?‖⏎{001F}{0022}
268	201	{01F6}{04CE}{01E2}……………………‖⏎後世の史家は、それがしを‖⏎臆病者とそしるであろうな‖⏎{0021}それでもしかたあるまい‖⏎老人や女子供を死なせるより‖⏎ずっとましだ……‖⏎{001F}{0022}	{01F6}{04CE}{01E2}……………………‖⏎후세의 사가는, 소장을‖⏎겁쟁이라 헐뜯겠지‖⏎{0021}그래도 어쩔 수 없으리라‖⏎노인과 아녀자를 죽이기보다‖⏎훨씬 낫다……‖⏎{001F}{0022}
268	202	{0554:1}夏侯覇‖{0554:0}が蜀に寝返りました‖⏎蜀軍の全部隊の士気が５上がりました‖⏎{001F}{0022}	{0554:1}하후패‖{0554:0}가 촉으로 돌아섰습니다‖⏎촉군 전 부대의 사기가 5 올랐습니다‖⏎{001F}{0022}
268	203	{01F6}{04CE}{01E2}ここまでか……‖⏎しょせん、それがしは‖{0554:1}諸葛亮‖{0554:0}に‖⏎及ばなかったということだ‖⏎{001F}{0022}	{01F6}{04CE}{01E2}여기까지인가……‖⏎결국, 소장은 ‖{0554:1}제갈량‖{0554:0}에게‖⏎미치지 못했다는 것이다‖⏎{001F}{0022}
268	204	{0554:1}司馬懿‖{0554:0}を捕らえました‖⏎蜀軍の全部隊の士気が５上がりました‖⏎{001F}{0022}	{0554:1}사마의‖{0554:0}를 사로잡았습니다‖⏎촉군 전 부대의 사기가 5 올랐습니다‖⏎{001F}{0022}
268	205	{01F6}{04CE}{01E2}ほほう？‖⏎誰かと思えば、‖{0554:1}山陽公‖{0554:0}では‖⏎ないか‖⏎{0021}何ゆえそなたがここに‖⏎おるのだ？‖⏎{001F}{0022}	{01F6}{04CE}{01E2}호오?‖⏎누군가 했더니, ‖{0554:1}산양공‖{0554:0}이‖⏎아닌가‖⏎{0021}어찌하여 그대가 이곳에‖⏎있는 것인가?‖⏎{001F}{0022}
268	206	{01F6}{04CE}{01E2}余はもう‖{0554:1}山陽公‖{0554:0}ではない‖⏎蜀に降ったのじゃ‖⏎{0021}今はただ、魏打倒を志す‖⏎一介の将にすぎぬ‖⏎{001F}{0022}	{01F6}{04CE}{01E2}짐은 이제 ‖{0554:1}산양공‖{0554:0}이 아니다‖⏎촉에 항복한 것이다‖⏎{0021}지금은 그저 위 타도를 뜻하는‖⏎일개 장수에 지나지 않는다‖⏎{001F}{0022}
268	207	{01F6}{04CE}{01E2}言わせておけば……‖⏎貴様が生きていられるのは‖⏎誰のおかげだと思っている！‖⏎{0021}我が祖父・‖{0554:1}曹操‖{0554:0}や父・‖{0554:1}曹丕‖{0554:0}が‖⏎何の働きもない貴様に‖⏎温情をかけたからであろう！‖⏎{001F}{0022}	{01F6}{04CE}{01E2}말하게 두었더니……‖⏎네놈이 살아 있는 것은‖⏎누구 덕분이라 생각하느냐!‖⏎{0021}내 조부・‖{0554:1}조조‖{0554:0}와 아비・‖{0554:1}조비‖{0554:0}가‖⏎아무 공도 없는 네놈에게‖⏎온정을 베푼 덕이 아니냐!‖⏎{001F}{0022}
268	208	{01F6}{04CE}{01E2}お前たち曹一族は‖⏎漢の名をいいように利用し‖⏎食いものにしただけであろう‖⏎{0021}このままでは‖{0554:1}高祖‖{0554:0}や‖{0554:1}光武帝‖{0554:0}に‖⏎あの世で合わせる顔もない‖⏎{0021}我が身が朽ち果てようと‖⏎せめて一矢報いねば‖⏎死ぬこともできぬわ！‖⏎{001F}{0022}	{01F6}{04CE}{01E2}너희 조씨 일족은‖⏎한의 이름을 멋대로 이용하여‖⏎먹잇감으로 삼았을 뿐 아니냐‖⏎{0021}이대로는 ‖{0554:1}고조‖{0554:0}와 ‖{0554:1}광무제‖{0554:0}를‖⏎저승에서 뵐 낯도 없다‖⏎{0021}내 몸이 스러질지언정‖⏎화살 한 대라도 갚지 않고서는‖⏎죽을 수도 없다!‖⏎{001F}{0022}
268	209	{0554:2}長安‖{0554:0}を目前にした‖{0554:1}諸葛亮‖{0554:0}だったが‖⏎{0554:1}曹叡‖{0554:0}自ら出陣するほどの意気込みを‖⏎見せた魏軍の前に敗れ去る‖⏎{0021}やむなく蜀軍は‖{0554:2}漢中‖{0554:0}へ退き‖⏎次の北伐の機会に備えるのだった‖⏎{001F}{0022}	{0554:2}장안‖{0554:0}을 눈앞에 둔 ‖{0554:1}제갈량‖{0554:0}이었으나‖⏎{0554:1}조예‖{0554:0}가 몸소 출진할 만큼의 의기를‖⏎보인 위군 앞에서 패하고 만다‖⏎{0021}하는 수 없이 ‖{0554:2}한중‖{0554:0}으로 물러나‖⏎다음 북벌에 대비하는 것이었다‖⏎{001F}{0022}
268	210	{01F6}{04CE}{01E2}{0554:1}越吉‖{0554:0}か‖⏎腕には自信があるようだな‖⏎ちょっと試してやろう‖⏎{001F}{0022}	{01F6}{04CE}{01E2}{0554:1}월길‖{0554:0}인가‖⏎팔에는 자신 있는 모양이구나‖⏎잠깐 시험해 주마‖⏎{001F}{0022}
268	211	{01F6}{04CE}{01E2}うん？　あそこにいるのは‖⏎{0554:1}夏侯覇‖{0554:0}ではないか‖⏎奴の腕前、試してみたいものだ‖⏎{001F}{0022}{0002}{003C}‖	{01F6}{04CE}{01E2}응?　저기 있는 것은‖⏎{0554:1}하후패‖{0554:0}가 아닌가‖⏎저놈 솜씨, 시험해 보고 싶다‖⏎{001F}{0022}{0002}{003C}‖
269	0	建安１９（２１４）年、劉備入蜀の報を受‖⏎けた曹操は、劉備の勢力拡大を警戒し、益‖⏎州侵攻を策する。重臣との協議の結果、張‖⏎魯の治める漢中を足がかりにして益州を攻‖⏎める策が採用される。建安２０（２１５）‖⏎年、曹操は夏侯淵と張に先鋒を命じて漢‖⏎中へ進撃した。対する張魯は、陽平関にて‖⏎曹操軍を迎撃。かくして益州侵攻の第一段‖⏎階である漢中攻防戦の火蓋が切って落とさ‖⏎れた。‖⏎　　　　　　　　　　　　　　クリア：‖{01D7:0}⏎{0022}	건안 19(214)년, 유비가 촉에 들어갔다는‖⏎소식을 받은 조조는 유비의 세력 확대를‖⏎경계해 익주 침공을 꾀한다. 중신들과‖⏎협의 끝에, 장로가 다스리는 한중을 발판‖⏎삼아 익주를 칠 책이 채택된다. 건안‖⏎20(215)년, 조조는 하후연과 장합에게‖⏎선봉을 명하여 한중으로 진격했다.‖⏎맞서는 장로는 양평관에서 요격한다.‖⏎이리하여 익주 침공 첫 단계인 한중‖⏎공방전의 막이 올랐다.‖⏎　　　　　　　　　　　　　　클리어:‖{01D7:0}⏎{0022}
269	1	漢中を得た勢いに乗り、蜀を得ようともく‖⏎ろんでいた曹操。だが、張魯の軍勢は予想‖⏎以上に手強かった。陽平関は落としたもの‖⏎の張魯は南鄭に逃れ、徹底抗戦に出る。‖⏎曹操がようやく漢中を制圧したときには、‖⏎すでに蜀は曹操軍に対抗する体制を万全に‖⏎整えていた。‖⏎蜀の法正は、治まりきっていない漢中の様‖⏎子を見て進軍を建議。蜀は黄忠を総大将と‖⏎した漢中への進攻軍を編成する。‖⏎　　　　　　　　　　　　　　クリア：‖{01D7:0}⏎{0022}	한중을 얻은 기세를 타고 촉까지 손에‖⏎넣으려던 조조. 그러나 장로의 군세는‖⏎예상보다 벅찼다. 양평관은 떨어뜨렸으나‖⏎장로는 남정으로 달아나 철저히‖⏎항전한다. 조조가 겨우 한중을 제압했을‖⏎때에는, 이미 촉이 조조군에 맞설 태세를‖⏎만전으로 갖추고 있었다. 촉의 법정은‖⏎아직 다스려지지 않은 한중의 형편을‖⏎보고 진군을 건의한다. 촉은 황충을‖⏎총대장으로 한 한중 진공군을 편성한다.‖⏎　　　　　　　　　　　　　　클리어:‖{01D7:0}⏎{0022}
