idx	code	slot	cond	jp	ko
117	05CF	8	{0036}{0036}{0026:512}{0026:30}	て	
117	05CF	9	{0036}{0026:130}	まして	
117	05CF	10	{0036}{0026:514}	まして	
117	05CF	11	{0036}{0036}	て	
118	05D0	0	{0026:7}	なんて	
118	05D0	1	{0036}	とは	
119	05D1	0	{0026:7}	りました	
119	05D1	1	{0036}{0026:500}{0026:510}	った	
119	05D1	2	{0036}	りました	
119	05D1	3	{0036}{0026:1339}	った	
119	05D1	4	{0036}{0026:513}{0026:510}	った	
119	05D1	5	{0035}	りました	
119	05D1	6	{0036}{0036}{0026:530}{0026:510}	った	
119	05D1	7	{0035}	りました	
119	05D1	8	{0036}{0036}{0026:512}{0026:30}	った	
119	05D1	9	{0036}{0026:130}	りました	
119	05D1	10	{0036}{0026:514}	りました	
119	05D1	11	{0036}{0036}	った	
120	05D2	0	{0026:7}	いました	
120	05D2	1	{0036}{0026:500}{0026:510}	った	
120	05D2	2	{0036}	いました	
120	05D2	3	{0036}{0026:1339}	った	
120	05D2	4	{0036}{0026:513}{0026:510}	った	
120	05D2	5	{0035}	いました	
120	05D2	6	{0036}{0036}{0026:530}{0026:510}	った	
120	05D2	7	{0035}	いました	
120	05D2	8	{0036}{0036}{0026:512}{0026:30}	った	
120	05D2	9	{0036}{0026:130}	いました	
120	05D2	10	{0036}{0026:514}	いました	
120	05D2	11	{0036}{0036}	った	
121	05D3	0	{0026:7}	われた	
121	05D3	1	{0036}{0026:500}{0026:510}	った	
121	05D3	2	{0036}	われた	
121	05D3	3	{0036}{0026:1339}	った	
121	05D3	4	{0036}{0026:513}{0026:510}	った	
121	05D3	5	{0035}	われた	
121	05D3	6	{0036}{0036}{0026:530}{0026:510}	った	
121	05D3	7	{0035}	われた	
121	05D3	8	{0036}{0036}{0026:512}{0026:30}	った	
121	05D3	9	{0036}{0026:130}	われた	
121	05D3	10	{0036}{0026:514}	われた	
121	05D3	11	{0036}{0036}	った	
122	05D4	0	{0026:7}	いまして	
122	05D4	1	{0036}{0026:500}{0026:510}	って	
122	05D4	2	{0036}	いまして	
122	05D4	3	{0036}{0026:1339}	って	
122	05D4	4	{0036}{0026:513}{0026:510}	って	
122	05D4	5	{0035}	いまして	
122	05D4	6	{0036}{0036}{0026:530}{0026:510}	って	
122	05D4	7	{0035}	いまして	
122	05D4	8	{0036}{0036}{0026:512}{0026:30}	って	
122	05D4	9	{0036}{0026:130}	いまして	
122	05D4	10	{0036}{0026:514}	いまして	
122	05D4	11	{0036}{0036}	って	
123	05D5	0	{0026:7}	います	
123	05D5	1	{0036}{0026:500}{0026:510}	う	
123	05D5	2	{0036}	います	
123	05D5	3	{0036}{0026:1339}	う	
123	05D5	4	{0036}{0026:513}{0026:510}	う	
123	05D5	5	{0035}	います	
123	05D5	6	{0036}{0036}{0026:530}{0026:510}	う	
123	05D5	7	{0035}	います	
123	05D5	8	{0036}{0036}{0026:512}{0026:30}	う	
123	05D5	9	{0036}{0026:130}	います	
123	05D5	10	{0036}{0026:514}	います	
123	05D5	11	{0036}{0036}	う	
124	05D6	0	{0026:6}	うむ	
124	05D6	1	{0036}	ええ	
125	05D7	0	{0026:7}	ううん	
125	05D7	1	{0036}	ううむ	
126	05D8	0	{0026:7}	わ	
126	05D8	1	{0036}	ぞ	
127	05D9	0	{0026:7}{001E}{0036}{0026:1339}	わ	
127	05D9	1	{0036}{0026:513}{0026:510}	わ	
127	05D9	2	{0035}{001E}{0036}{0036}{0026:530}{0026:510}	わ	
127	05D9	3	{0035}{001E}{0036}{0036}{0026:512}{0026:30}	わ	
127	05D9	4	{0036}{0026:130}{001E}{0036}{0036}	わ	
128	05DA	0	{0026:7}	わ	
129	05DB	0	{0026:7}{0026:28}	おほほ	
129	05DB	1	{0036}	うふふ	
129	05DB	2	{0034:23}	ふっ	
129	05DB	3	{0036}{0026:1515}	わはははは	
129	05DB	4	{0036}	はっはっは	
130	05DC	0	{0026:7}{0026:30}	いません	
130	05DC	1	{0036}	いません	
130	05DC	2	{0036}{0026:500}{0026:510}	わぬ	
130	05DC	3	{0036}	いません	
130	05DC	4	{0036}{0026:1339}	わぬ	
130	05DC	5	{0036}{0026:513}{0026:510}	わぬ	
130	05DC	6	{0035}	いません	
130	05DC	7	{0036}{0036}{0026:530}{0026:510}	わぬ	
130	05DC	8	{0035}	いません	
130	05DC	9	{0036}{0036}{0026:512}{0026:30}	わぬ	
130	05DC	10	{0036}{0026:130}	いません	
130	05DC	11	{0036}{0026:514}	いません	
130	05DC	12	{0036}{0036}	わぬ	
131	05DD	0	{0026:7}	およしなさい	
131	05DD	1	{0036}{0026:500}{0026:510}	やめい	
131	05DD	2	{0036}	おやめください	
131	05DD	3	{0036}{0026:1339}	やめい	
131	05DD	4	{0036}{0026:513}{0026:510}	やめい	
131	05DD	5	{0035}	おやめください	
131	05DD	6	{0036}{0036}{0026:530}{0026:510}	やめい	
131	05DD	7	{0035}	おやめください	
131	05DD	8	{0036}{0036}{0026:512}{0026:30}	やめよ	
131	05DD	9	{0036}{0026:130}	おやめください	
131	05DD	10	{0036}{0026:514}	おやめください	
131	05DD	11	{0036}{0036}{0026:7}	やめなさい	
131	05DD	12	{0036}	やめい	
132	05DE	0	{0026:7}{0026:30}	あげましょう	
132	05DE	1	{0036}{0026:23}	やるわ	
132	05DE	2	{0036}	あげるわ	
132	05DE	3	{0036}{0026:500}{0026:510}	やろう	
132	05DE	4	{0036}	やりましょう	
132	05DE	5	{0036}{0026:1339}	やろう	
132	05DE	6	{0036}{0026:513}{0026:510}	やろう	
132	05DE	7	{0035}	やりましょう	
132	05DE	8	{0036}{0036}{0026:530}{0026:510}	やろう	
132	05DE	9	{0035}	やりましょう	
132	05DE	10	{0036}{0036}{0026:512}{0026:30}	やろう	
132	05DE	11	{0036}{0026:130}	やりましょう	
132	05DE	12	{0036}{0026:514}	やりましょう	
132	05DE	13	{0036}{0036}	やろう	
133	05DF	0	{0026:7}	いいでしょう	
133	05DF	1	{0036}{0026:500}{0026:510}	よかろう	
133	05DF	2	{0036}	よろしいでしょう	
133	05DF	3	{0036}{0026:1339}	よかろう	
133	05DF	4	{0036}{0026:513}{0026:510}	よかろう	
133	05DF	5	{0035}	よろしいでしょう	
133	05DF	6	{0036}{0036}{0026:530}{0026:510}	よかろう	
133	05DF	7	{0035}	よろしいでしょう	
133	05DF	8	{0036}{0036}{0026:512}{0026:30}	よかろう	
133	05DF	9	{0036}{0026:130}	よろしいでしょう	
133	05DF	10	{0036}{0026:514}	よろしいでしょう	
133	05DF	11	{0036}{0036}	よかろう	
134	05E0	0	{0026:7}{0026:23}	よし	
134	05E0	1	{0036}	やったわ	
134	05E0	2	{0036}	よし	
135	05E1	0	{0026:7}	ましょう	
135	05E1	1	{0036}{0026:500}{0026:510}	よう	
135	05E1	2	{0036}	ましょう	
135	05E1	3	{0036}{0026:1339}	よう	
135	05E1	4	{0036}{0026:513}{0026:510}	よう	
135	05E1	5	{0035}	ましょう	
135	05E1	6	{0036}{0036}{0026:530}{0026:510}	よう	
135	05E1	7	{0035}	ましょう	
135	05E1	8	{0036}{0036}{0026:512}{0026:30}	よう	
135	05E1	9	{0036}{0026:130}	ましょう	
135	05E1	10	{0036}{0026:514}	ましょう	
135	05E1	11	{0036}{0036}	よう	
136	05E2	0	{0026:6}	ぞ	
137	05E3	0	{0026:7}	です	
137	05E3	1	{0036}{0026:500}{0026:510}	ぞ	
137	05E3	2	{0036}	です	
137	05E3	3	{0036}{0026:1339}	ぞ	
137	05E3	4	{0036}{0026:513}{0026:510}	ぞ	
137	05E3	5	{0035}	です	
137	05E3	6	{0036}{0036}{0026:530}{0026:510}	ぞ	
137	05E3	7	{0035}	です	
137	05E3	8	{0036}{0036}{0026:512}{0026:30}	ぞ	
137	05E3	9	{0036}{0026:130}	です	
137	05E3	10	{0036}{0026:514}	です	
137	05E3	11	{0036}{0036}	ぞ	
138	05E4	0	{0026:7}	よ	
138	05E4	1	{0036}	ぞ	
139	05E5	0	{0026:7}	わよ	
139	05E5	1	{0036}	ぞ	
140	05E6	0	{0026:510}{0035}{0026:513}{0026:512}	です	
141	05E7	0	{0026:510}{0035}{0026:513}{0026:512}	です	
142	05E8	0	{0026:510}{0035}{0026:513}{0026:512}{0026:7}	ですね	
142	05E8	1	{0036}	ですな	
143	05E9	0	{0026:510}{0035}{0026:513}{0026:512}	でしょう	
144	05EA	0	{0026:510}{0035}{0026:513}{0026:512}	でして	
145	05EB	0	{0026:510}{0035}{0026:513}{0026:512}	おります	
146	05EC	0	{0026:510}{0035}{0026:513}{0026:512}	いまして	
148	05EE	0	{0026:510}{0035}{0026:513}{0026:512}{0026:7}	ですね	
148	05EE	1	{0036}	ですな	
149	05EF	0	{0026:510}{0035}{0026:513}{0026:512}	ません	
150	05F0	0	{0026:510}{0035}{0026:513}{0026:512}	りません	
151	05F1	0	{0026:510}{0035}{0026:513}{0026:512}	りましょう	
152	05F2	0	{0026:510}{0035}{0026:513}{0026:512}	ります	
153	05F3	0	{0026:510}{0035}{0026:513}{0026:512}	ます	
154	05F4	0	{0026:510}{0035}{0026:513}{0026:512}	ました	
155	05F5	0	{0026:510}{0035}{0026:513}{0026:512}	いました	
156	05F6	0	{0026:510}{0035}{0026:513}{0026:512}	ましょう	
157	05F7	0	{0037:3}	あっさり	
157	05F7	1		簡単に	
157	05F7	2		一方的に	
158	05F8	0	{0037:4}	全然	
158	05F8	1		まったく	
158	05F8	2		ほとんど	
158	05F8	3		少しも	
159	05F9	0	{0037:4}	あっさりと	
159	05F9	1		気持ちよく	
159	05F9	2		簡単に	
159	05F9	3		快く	
160	05FA	0	{0037:3}	強情に	
160	05FA	1		頑強に	
160	05FA	2		ひたすら	
